Overall Rank,Overall Score,Size (acres),Town,Rightmove url,Price,Size (sq ft),£ per 1000 Sq Ft,Price Score,Price Rank,Competition Total,Competition Score,Competition Rank,Population Total,Population Score,Population Rank,Income Average,Income Score,Income Rank,Traffic Total,Traffic Score,Traffic Rank
755,46.88,0.00,"38 North Lane
Canterbury
CT2 7EE",https://www.rightmove.co.uk/properties/145526699,"£1,100,000",Ask agent,0.00,20.00,1,14,19.29,492,169025,0.85,522,13050.00,6.71,752,267,0.03,885
756,46.88,0.00,SW6 5RU,https://www.rightmove.co.uk/properties/135528815,"£1,300,000",Ask agent,0.00,20.00,1,390,0.10,1005,3027979,15.28,20,21894.44,11.26,103,1974,0.24,633
757,46.88,1.15,W1U 1NH,https://www.rightmove.co.uk/properties/153946022,"£1,700,000","50,000-100,000 sq ft",34000.00,19.70,824,33,18.32,800,205180,1.04,475,14933.33,7.68,640,1236,0.15,702
758,46.87,0.00,SY9 5AD,https://www.rightmove.co.uk/properties/161143661,"£1,200,000",Ask agent,0.00,20.00,1,2,19.90,84,5060,0.03,932,13500.00,6.94,732,59,0.01,982
759,46.84,1.86,PR9 0PG,https://www.rightmove.co.uk/properties/154052651,"£1,100,000","81,022 sq ft",13576.56,19.88,767,13,19.34,457,162135,0.82,529,12750.00,6.56,764,2063,0.25,626
760,46.82,0.81,"28 
Bondgate Without
Alnwick
NE66 1PR",https://www.rightmove.co.uk/properties/66444090,POA,"35,501 sq ft",0.00,20.00,1,4,19.80,140,13175,0.07,910,9700.00,4.99,846,16205,1.97,166
761,46.80,0.00,CO15 1SP,https://www.rightmove.co.uk/properties/154005413,"£1,600,000",Ask agent,0.00,20.00,1,5,19.74,177,100005,0.50,642,11666.67,6.00,812,4510,0.55,494
762,46.79,0.00,TQ12 2RL,https://www.rightmove.co.uk/properties/153163574,"£2,550,000",Ask agent,0.00,20.00,1,17,19.13,589,209015,1.05,472,12600.00,6.48,769,1017,0.12,734
763,46.73,0.11,LE7 7AZ,https://www.rightmove.co.uk/properties/147572225,"£1,000,000","5,000 sq ft",200000.00,18.21,915,18,19.08,606,227410,1.15,456,15866.67,8.16,565,1038,0.13,729
764,46.71,0.00,YO17 7LP,https://www.rightmove.co.uk/properties/152686388,"£2,000,000",Ask agent,0.00,20.00,1,5,19.74,177,48605,0.25,790,12600.00,6.48,769,1963,0.24,635
765,46.70,2.95,WR6 6JB,https://www.rightmove.co.uk/properties/150355286,"£1,050,000","128,502 sq ft",8171.08,19.93,734,11,19.44,403,51295,0.26,783,12233.33,6.29,788,6427,0.78,415
766,46.69,0.00,BA11 1AR,https://www.rightmove.co.uk/properties/162303746,"£1,175,000",Ask agent,0.00,20.00,1,12,19.39,426,69300,0.35,735,11966.67,6.15,798,6576,0.80,406
767,46.68,90.00,SY11 2SU,https://www.rightmove.co.uk/properties/160550360,"£1,160,000","3,920,400 sq ft",295.89,20.00,642,15,19.23,531,34105,0.17,846,12600.00,6.48,769,6563,0.80,407
768,46.67,0.58,RG1 1LX,https://www.rightmove.co.uk/properties/143509985,"£1,500,000","25,124 sq ft",59703.87,19.47,843,29,18.52,761,299015,1.51,393,13840.00,7.12,722,496,0.06,823
769,46.67,0.00,LE65 2FH,https://www.rightmove.co.uk/properties/162039863,"£3,000,000",Ask agent,0.00,20.00,1,14,19.29,492,220030,1.11,463,11633.33,5.98,813,2407,0.29,605
770,46.66,0.32,"80
Strand
London
WC2R 0RL",https://www.rightmove.co.uk/properties/156132056,"£2,200,000","13,939 sq ft",157830.55,18.59,896,203,9.64,969,2017101,10.18,57,15411.11,7.92,608,2661,0.32,590
771,46.66,19.00,LE65 2FH,https://www.rightmove.co.uk/properties/162038999,"£1,200,000","827,640 sq ft",1449.91,19.99,688,14,19.29,492,220030,1.11,463,11633.33,5.98,813,2407,0.29,605
772,46.65,5.00,HG1 1JX,https://www.rightmove.co.uk/properties/137923178,POA,"217,800 sq ft",0.00,20.00,1,4,19.80,140,37740,0.19,829,12600.00,6.48,769,1508,0.18,672
773,46.65,392.49,YO1 7DJ,https://www.rightmove.co.uk/properties/152647244,"£3,850,000","17,096,864 sq ft",225.19,20.00,606,4,19.80,140,37740,0.19,829,12600.00,6.48,769,1508,0.18,672
774,46.64,0.00,BS49 5DG,https://www.rightmove.co.uk/properties/153278675,"£1,250,000",Ask agent,0.00,20.00,1,16,19.18,553,176635,0.89,508,12350.00,6.35,783,1756,0.21,648
775,46.62,54.61,SO32 1AJ,https://www.rightmove.co.uk/properties/152124107,"£1,350,000","2,378,812 sq ft",567.51,19.99,673,21,18.93,664,413460,2.09,326,10833.33,5.57,830,344,0.04,865
776,46.61,0.00,"863
High Road
London
N12 8PT",https://www.rightmove.co.uk/properties/155319140,"£2,000,000",Ask agent,0.00,20.00,1,336,2.86,986,2208227,11.14,45,20150.00,10.36,212,18520,2.25,134
777,46.61,1.90,TN24 0SY,https://www.rightmove.co.uk/properties/135644654,"£1,000,000","82,764 sq ft",12082.55,19.89,756,4,19.80,140,20720,0.10,886,12350.00,6.35,783,3817,0.46,530
778,46.53,0.00,CO6 2PB,https://www.rightmove.co.uk/properties/151889312,"£1,600,000",Ask agent,0.00,20.00,1,10,19.49,363,91205,0.46,663,12150.00,6.25,792,2770,0.34,581
779,46.51,0.00,London,https://www.rightmove.co.uk/properties/161267342,"£6,500,000",Ask agent,0.00,20.00,1,391,0.05,1007,3097530,15.63,19,19625.71,10.09,262,6059,0.74,437
780,46.49,121.01,TA1 2PX,https://www.rightmove.co.uk/properties/157438652,"£1,500,000","5,271,196 sq ft",284.57,20.00,640,7,19.64,247,36945,0.19,836,12800.00,6.58,758,713,0.09,775
781,46.48,0.00,BS49 5DG,https://www.rightmove.co.uk/properties/153278525,"£1,100,000",Ask agent,0.00,20.00,1,16,19.18,553,176635,0.89,508,12350.00,6.35,783,454,0.06,833
782,46.47,0.09,"35 -36 
Rother Street
Stratford Upon Avon
Warwickshire
CV37 6LP",https://www.rightmove.co.uk/properties/158978699,"£1,200,000","4,000 sq ft",300000.00,17.32,948,9,19.54,315,131595,0.66,592,17350.00,8.92,448,220,0.03,906
783,46.45,0.00,BN22 7NB,https://www.rightmove.co.uk/properties/157869515,"£1,175,000",Ask agent,0.00,20.00,1,12,19.39,426,180940,0.91,501,11800.00,6.07,803,704,0.09,780
784,46.43,0.11,"2-3 
Eastgate Court
High Street
Guildford
GU1 3DE",https://www.rightmove.co.uk/properties/160976309,"£2,750,000","4,662 sq ft",589875.59,14.73,977,18,19.08,606,260465,1.31,427,21900.00,11.26,99,360,0.04,859
785,46.42,1.13,BN22 7NB,https://www.rightmove.co.uk/properties/150862676,"£3,500,000","49,406 sq ft",70841.60,19.37,858,8,19.59,273,153125,0.77,554,11500.00,5.91,816,6338,0.77,416
786,46.41,23.87,LN6 3LH,https://www.rightmove.co.uk/properties/153036881,"£1,290,000","1,039,777 sq ft",1240.65,19.99,684,2,19.90,84,10995,0.06,923,12400.00,6.38,778,775,0.09,768
787,46.41,0.21,SK9 5ER,https://www.rightmove.co.uk/properties/146103458,"£2,575,000","9,000 sq ft",286111.11,17.44,944,13,19.34,457,275745,1.39,413,13816.67,7.10,724,9337,1.14,322
788,46.41,0.21,"36/38 Alderley Road
Wilmslow
SK9 1JX",https://www.rightmove.co.uk/properties/147394475,"£2,575,000","8,999 sq ft",286142.90,17.44,945,13,19.34,457,275745,1.39,413,13816.67,7.10,724,9337,1.14,322
789,46.40,6.50,TA9 4LB,https://www.rightmove.co.uk/properties/144666263,"£1,450,000","283,140 sq ft",5121.14,19.95,715,19,19.03,622,92395,0.47,659,11400.00,5.86,819,8903,1.08,338
790,46.36,0.00,"Smithfield House 
Smithfield Road
Market Drayton
TF9 1EW",https://www.rightmove.co.uk/properties/162487388,"£1,160,000",Ask agent,0.00,20.00,1,15,19.23,531,164010,0.83,528,12050.00,6.20,796,819,0.10,765
791,46.33,0.08,East Sussex TN34 3DJ,https://www.rightmove.co.uk/properties/162203510,"£1,000,000","3,422 sq ft",292226.77,17.39,947,10,19.49,363,44590,0.23,801,15350.00,7.89,612,11012,1.34,280
792,46.33,5.40,BB1 5QR,https://www.rightmove.co.uk/properties/86904141,"£2,000,000","235,244 sq ft",8501.81,19.92,739,8,19.59,273,280150,1.41,409,8550.00,4.40,865,8273,1.01,351
793,46.32,5.54,"Standard Court
Park Row
Nottingham
NG1 6GN",https://www.rightmove.co.uk/properties/162698957,POA,"241,322 sq ft",0.00,20.00,1,28,18.57,754,335675,1.69,370,11680.00,6.01,811,368,0.04,856
794,46.31,63.49,CB1 7EA,https://www.rightmove.co.uk/properties/161760239,"£1,350,000","2,765,624 sq ft",488.14,20.00,669,5,19.74,177,77035,0.39,714,11800.00,6.07,803,972,0.12,743
795,46.31,0.00,PE25 2RU,https://www.rightmove.co.uk/properties/78566536,"£1,200,000",Ask agent,0.00,20.00,1,4,19.80,140,22930,0.12,881,11000.00,5.66,822,6096,0.74,431
796,46.30,254.00,YO1 7DJ,https://www.rightmove.co.uk/properties/152660732,"£2,150,000","11,064,240 sq ft",194.32,20.00,588,4,19.80,140,48515,0.24,792,11700.00,6.02,809,2032,0.25,630
797,46.30,230.90,YO1 7DJ,https://www.rightmove.co.uk/properties/152662646,"£2,000,000","10,058,004 sq ft",198.85,20.00,589,4,19.80,140,48515,0.24,792,11700.00,6.02,809,2032,0.25,630
798,46.27,0.90,"Great North Road
Wyboston
St. Neots
MK44 3AL",https://www.rightmove.co.uk/properties/160839092,"£1,495,000","39,204 sq ft",38133.86,19.66,826,4,19.80,140,81030,0.41,701,12233.33,6.29,788,972,0.12,743
799,46.23,1.25,SN8 1HD,https://www.rightmove.co.uk/properties/162201092,"£1,300,000","54,450 sq ft",23875.11,19.79,799,4,19.80,140,20355,0.10,887,12000.00,6.17,797,3067,0.37,568
800,46.23,0.00,BS23 1JN,https://www.rightmove.co.uk/properties/148540127,"£1,200,000",Ask agent,0.00,20.00,1,26,18.67,733,135260,0.68,586,13300.00,6.84,747,266,0.03,886
801,46.23,0.00,LE65 2FH,https://www.rightmove.co.uk/properties/161912864,"£5,000,000",Ask agent,0.00,20.00,1,14,19.29,492,131880,0.67,591,11633.33,5.98,813,2407,0.29,605
802,46.22,0.00,HD9 2DG,https://www.rightmove.co.uk/properties/159372521,"£1,850,000",Ask agent,0.00,20.00,1,18,19.08,606,215900,1.09,468,11000.00,5.66,822,3225,0.39,565
803,46.22,0.44,PL6 5DH,https://www.rightmove.co.uk/properties/155654636,"£2,350,000","19,009 sq ft",123625.65,18.90,881,27,18.62,747,296160,1.49,396,13980.00,7.19,713,135,0.02,944
804,46.18,2.19,CB11 4ER,https://www.rightmove.co.uk/properties/159512678,Sale by Tender,"95,396 sq ft",0.00,20.00,1,6,19.69,211,42735,0.22,807,11000.00,5.66,822,5067,0.62,476
805,46.17,0.00,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/153073121,"£1,000,000",Ask agent,0.00,20.00,1,16,19.18,553,77355,0.39,712,12800.00,6.58,758,86,0.01,967
806,46.16,0.08,ME8 7RG,https://www.rightmove.co.uk/properties/160331186,"£1,250,000","3,617 sq ft",345590.27,16.91,957,12,19.39,426,304395,1.54,389,15860.00,8.15,567,1403,0.17,682
807,46.16,3.95,SK10 1EB,https://www.rightmove.co.uk/properties/153594563,"£1,200,000","172,062 sq ft",6974.23,19.94,726,3,19.85,114,53635,0.27,778,7450.00,3.83,876,18674,2.27,132
808,46.13,2.03,NE4 5BZ,https://www.rightmove.co.uk/properties/86502045,POA,"88,264 sq ft",0.00,20.00,1,4,19.80,140,17395,0.09,896,9400.00,4.83,854,11615,1.41,270
809,46.13,3.85,NE4 5BZ,https://www.rightmove.co.uk/properties/86902683,POA,"167,706 sq ft",0.00,20.00,1,13,19.34,457,504245,2.54,261,7375.00,3.79,877,3730,0.45,536
810,46.10,0.22,"17 
Colliergate
York
YO1 8BP",https://www.rightmove.co.uk/properties/161222762,"£1,250,000","9,718 sq ft",128627.29,18.85,885,9,19.54,315,27875,0.14,865,14700.00,7.56,660,91,0.01,963
811,46.06,0.07,WA15 9SF,https://www.rightmove.co.uk/properties/160041956,"£2,395,000","2,988 sq ft",801539.49,12.84,989,34,18.27,810,1065335,5.38,121,18300.00,9.41,361,1430,0.17,678
812,46.06,0.00,SW18 1TS,https://www.rightmove.co.uk/properties/161567807,"£1,000,000",Ask agent,0.00,20.00,1,8,19.59,273,146670,0.74,570,11000.00,5.66,822,573,0.07,805
813,46.05,0.00,BA11 1AR,https://www.rightmove.co.uk/properties/158722316,"£1,200,000",Ask agent,0.00,20.00,1,14,19.29,492,66680,0.34,745,12300.00,6.32,786,849,0.10,762
814,46.03,0.11,"The Coach House
201 High Road 
Chigwell
Essex
IG7 5BJ",https://www.rightmove.co.uk/properties/144223895,"£4,500,000","4,733 sq ft",950771.18,11.50,993,70,16.43,913,1261070,6.36,103,18178.57,9.35,374,19678,2.39,126
815,45.92,2.90,"76
Church Street
Lancaster
LA1 1ET",https://www.rightmove.co.uk/properties/157213175,POA,"126,324 sq ft",0.00,20.00,1,2,19.90,84,23420,0.12,879,11450.00,5.89,817,135,0.02,944
816,45.92,0.23,"St Alphege Hall 
Kings Bench Street
London
SE1 0QX",https://www.rightmove.co.uk/properties/161317373,"£1,250,000","9,892 sq ft",126364.74,18.87,883,8,19.59,273,52375,0.26,782,13850.00,7.12,721,584,0.07,803
817,45.89,0.00,CM1 1EH,https://www.rightmove.co.uk/properties/160441751,"£1,250,000",Ask agent,0.00,20.00,1,4,19.80,140,78245,0.39,710,11000.00,5.66,822,324,0.04,868
818,45.86,0.00,DH8 5BQ,https://www.rightmove.co.uk/properties/138170261,"£3,200,000",Ask agent,0.00,20.00,1,8,19.59,273,93690,0.47,655,9400.00,4.83,854,7897,0.96,366
819,45.78,0.00,ME8 7RG,https://www.rightmove.co.uk/properties/155557580,"£1,600,000",Ask agent,0.00,20.00,1,6,19.69,211,75940,0.38,719,11000.00,5.66,822,410,0.05,845
820,45.78,0.00,DT10 1AR,https://www.rightmove.co.uk/properties/159145019,"£1,075,000",Ask agent,0.00,20.00,1,13,19.34,457,29480,0.15,858,11850.00,6.09,801,1623,0.20,659
821,45.76,193.45,LN6 3LH,https://www.rightmove.co.uk/properties/162005528,"£1,935,000","8,426,682 sq ft",229.63,20.00,611,10,19.49,363,64085,0.32,750,9700.00,4.99,846,7893,0.96,367
822,45.76,210.85,LN6 3LH,https://www.rightmove.co.uk/properties/162005444,"£2,110,000","9,184,626 sq ft",229.73,20.00,612,10,19.49,363,64085,0.32,750,9700.00,4.99,846,7893,0.96,367
823,45.65,0.00,TQ12 2RL,https://www.rightmove.co.uk/properties/150692705,"£1,800,000",Ask agent,0.00,20.00,1,33,18.32,800,203985,1.03,479,12183.33,6.26,790,291,0.04,878
824,45.62,0.00,L37 4AB,https://www.rightmove.co.uk/properties/87075354,"£1,500,000",Ask agent,0.00,20.00,1,4,19.80,140,177255,0.89,506,8700.00,4.47,864,3722,0.45,537
825,45.60,0.00,TA1 2PX,https://www.rightmove.co.uk/properties/154682996,"£5,450,000",Ask agent,0.00,20.00,1,10,19.49,363,41695,0.21,810,11450.00,5.89,817,65,0.01,977
826,45.56,0.00,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/159545864,"£1,100,000",Ask agent,0.00,20.00,1,8,19.59,273,49265,0.25,789,10866.67,5.59,829,1071,0.13,723
827,45.56,0.00,W1U 8AN,https://www.rightmove.co.uk/properties/160853201,"£25,000,000",Ask agent,0.00,20.00,1,7,19.64,247,69150,0.35,736,9800.00,5.04,843,4331,0.53,505
828,45.55,1.16,BA5 2SE,https://www.rightmove.co.uk/properties/154350896,"£1,000,000","50,530 sq ft",19790.22,19.82,788,15,19.23,531,79965,0.40,706,11800.00,6.07,803,220,0.03,906
829,45.55,0.00,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/160535867,Sale by Tender,Ask agent,0.00,20.00,1,11,19.44,403,88065,0.44,673,10833.33,5.57,830,781,0.10,767
830,45.54,380.00,CM1 1NY,https://www.rightmove.co.uk/properties/160851926,"£25,000,000","16,552,800 sq ft",1510.32,19.99,690,7,19.64,247,69150,0.35,736,9800.00,5.04,843,4331,0.53,505
831,45.51,0.29,SO20 6HE,https://www.rightmove.co.uk/properties/162376388,"£1,000,000","12,591 sq ft",79421.81,19.29,862,17,19.13,589,82245,0.42,698,12900.00,6.63,756,319,0.04,870
832,45.50,196.00,DE45 1AH,https://www.rightmove.co.uk/properties/148251689,"£1,350,000","8,537,760 sq ft",158.12,20.00,578,2,19.90,84,520130,2.62,255,5700.00,2.93,885,396,0.05,849
833,45.48,0.05,RH19 1EQ,https://www.rightmove.co.uk/properties/159612434,"£1,000,000","2,390 sq ft",418410.04,16.26,966,19,19.03,622,118230,0.60,606,18533.33,9.53,344,551,0.07,812
834,45.40,0.87,NE4 5BZ,https://www.rightmove.co.uk/properties/158418299,POA,"37,897 sq ft",0.00,20.00,1,15,19.23,531,153750,0.78,551,7975.00,4.10,870,10603,1.29,288
835,45.34,0.00,CO15 4TN,https://www.rightmove.co.uk/properties/160519871,"£1,750,000",Ask agent,0.00,20.00,1,9,19.54,315,108020,0.55,627,9850.00,5.06,840,1578,0.19,665
835,45.34,0.00,CO15 3AA,https://www.rightmove.co.uk/properties/160309184,"£1,750,000",Ask agent,0.00,20.00,1,9,19.54,315,108020,0.55,627,9850.00,5.06,840,1578,0.19,665
837,45.32,0.00,"78 
St. Johns Road
Tunbridge Wells
Kent
TN4 9PH",https://www.rightmove.co.uk/properties/161213864,"£2,750,000",Ask agent,0.00,20.00,1,4,19.80,140,31805,0.16,853,9000.00,4.63,857,6065,0.74,434
838,45.27,0.00,NE4 5BZ,https://www.rightmove.co.uk/properties/158984429,POA,Ask agent,0.00,20.00,1,20,18.98,641,195080,0.98,489,8933.33,4.59,860,5843,0.71,447
839,45.18,0.00,L37 4AB,https://www.rightmove.co.uk/properties/161256944,"£1,300,000",Ask agent,0.00,20.00,1,5,19.74,177,270680,1.37,417,7033.33,3.62,881,3722,0.45,537
840,45.17,0.17,SO20 6HE,https://www.rightmove.co.uk/properties/162369365,"£1,400,000","7,507 sq ft",186492.61,18.33,909,13,19.34,457,67930,0.34,741,12900.00,6.63,756,4355,0.53,503
841,45.16,0.94,SE3 8XA,https://www.rightmove.co.uk/properties/151921790,"£1,200,000","41,000 sq ft",29268.29,19.74,815,7,19.64,247,342390,1.73,364,5385.71,2.77,887,10534,1.28,292
842,45.10,123.06,NR2 1AD,https://www.rightmove.co.uk/properties/150606644,"£1,100,000","5,360,494 sq ft",205.20,20.00,591,2,19.90,84,37920,0.19,827,9700.00,4.99,846,187,0.02,922
843,45.05,0.12,E14 9XL,https://www.rightmove.co.uk/properties/688899467505680,"£3,000,000","5,033 sq ft",596065.96,14.67,978,302,4.59,981,3181508,16.06,16,18651.61,9.59,337,1172,0.14,711
844,45.05,3.24,NE28 9NY,https://www.rightmove.co.uk/properties/156515528,"£1,500,000","141,158 sq ft",10626.39,19.91,751,4,19.80,140,13785,0.07,908,9700.00,4.99,846,2399,0.29,608
845,45.04,0.00,"18th Floor
103 Colmore Row
Birmingham
B3 3AG",https://www.rightmove.co.uk/properties/161395820,POA,Ask agent,0.00,20.00,1,23,18.83,703,517075,2.61,257,6200.00,3.19,883,3390,0.41,559
846,44.94,0.00,NG34 8GG,https://www.rightmove.co.uk/properties/162609419,"£1,360,000",Ask agent,0.00,20.00,1,9,19.54,315,45130,0.23,800,9750.00,5.01,845,1301,0.16,694
847,44.90,0.13,YO15 2AR,https://www.rightmove.co.uk/properties/161089907,"£1,100,000","5,450 sq ft",201834.86,18.20,916,5,19.74,177,48605,0.25,790,12600.00,6.48,769,1963,0.24,635
848,44.90,0.00,"Priestpopple
Hexham
NE46 1PS",https://www.rightmove.co.uk/properties/162342164,"£1,200,000",Ask agent,0.00,20.00,1,4,19.80,140,16555,0.08,900,9400.00,4.83,854,1560,0.19,667
849,44.88,0.00,BA1 2JQ,https://www.rightmove.co.uk/properties/137823125,"£3,750,000",Ask agent,0.00,20.00,1,12,19.39,426,53320,0.27,779,10100.00,5.19,836,273,0.03,882
850,44.79,2773.05,PL21 0SZ,https://www.rightmove.co.uk/properties/150986771,"£1,545,000","120,794,058 sq ft",12.79,20.00,566,2,19.90,84,31130,0.16,854,9000.00,4.63,857,914,0.11,753
851,44.78,0.00,GU27 2LA,https://www.rightmove.co.uk/properties/147850100,"£4,000,000",Ask agent,0.00,20.00,1,6,19.69,211,60465,0.31,761,7900.00,4.06,871,5917,0.72,444
852,44.68,0.27,WF10 5HW,https://www.rightmove.co.uk/properties/146742833,"£1,000,000","11,840 sq ft",84459.46,19.25,864,1,19.95,61,13005,0.07,911,10400.00,5.35,835,635,0.08,793
853,44.67,0.00,W1J 6BE,https://www.rightmove.co.uk/properties/150598928,"£3,000,000",Ask agent,0.00,20.00,1,6,19.69,211,37530,0.19,833,9000.00,4.63,857,1315,0.16,693
854,44.67,0.00,PL25 4EJ,https://www.rightmove.co.uk/properties/86158830,"£2,000,000",Ask agent,0.00,20.00,1,3,19.85,114,58585,0.30,764,8400.00,4.32,866,1690,0.21,651
855,44.55,0.71,CO15 4TN,https://www.rightmove.co.uk/properties/148332476,"£1,800,000","30,835 sq ft",58375.22,19.48,841,8,19.59,273,100235,0.51,640,7833.33,4.03,873,7769,0.95,372
856,44.41,9.35,"London
W1G 9XS",https://www.rightmove.co.uk/properties/160307573,"£1,900,000","407,286 sq ft",4665.03,19.96,712,6,19.69,211,30020,0.15,856,8300.00,4.27,867,2778,0.34,580
857,44.21,119.37,WR6 6JB,https://www.rightmove.co.uk/properties/161495966,"£1,435,000","5,199,757 sq ft",275.97,20.00,637,7,19.64,247,7880,0.04,927,8800.00,4.52,862,85,0.01,968
858,44.11,1.21,EX1 1PR,https://www.rightmove.co.uk/properties/161687705,"£1,000,000","52,708 sq ft",18972.45,19.83,786,14,19.29,492,90735,0.46,667,8733.33,4.49,863,355,0.04,860
859,44.06,0.00,NR3 1AB,https://www.rightmove.co.uk/properties/128142257,POA,Ask agent,0.00,20.00,1,9,19.54,315,286960,1.45,402,0.00,0.00,894,25240,3.07,89
860,43.99,0.13,EX1 1PR,https://www.rightmove.co.uk/properties/160660637,"£1,350,000","5,786 sq ft",233321.81,17.91,925,10,19.49,363,104180,0.53,636,9666.67,4.97,851,8947,1.09,336
861,43.98,0.07,DE45 1AH,https://www.rightmove.co.uk/properties/158293793,"£1,200,000","3,079 sq ft",389736.93,16.52,963,13,19.34,457,761725,3.84,162,8040.00,4.13,869,1186,0.14,708
862,43.89,0.00,EC4Y 0BS,https://www.rightmove.co.uk/properties/149236325,POA,Ask agent,0.00,20.00,1,9,19.54,315,241340,1.22,446,5866.67,3.02,884,937,0.11,748
863,43.85,187.41,"The Rural Centre
West Mains
Ingliston
Edinburgh
EH28 8LT",https://www.rightmove.co.uk/properties/152020763,"£3,000,000","8,163,580 sq ft",367.49,20.00,657,0,20.00,1,0,0.00,944,0.00,0.00,894,31695,3.86,53
864,43.78,0.37,W1G 0JD,https://www.rightmove.co.uk/properties/127910573,POA,"16,117 sq ft",0.00,20.00,1,340,2.65,987,2243679,11.32,42,18209.38,9.36,371,3635,0.44,547
865,43.77,0.00,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/160241699,POA,Ask agent,0.00,20.00,1,9,19.54,315,42600,0.21,808,7800.00,4.01,874,28,0.00,997
866,43.73,0.00,"1C Low Cleabarrow Business Centre
Windermere
Cumbria
LA23 3FA",https://www.rightmove.co.uk/properties/160112918,"£1,500,000",Ask agent,0.00,20.00,1,2,19.90,84,12575,0.06,913,7200.00,3.70,878,522,0.06,816
867,43.72,0.03,HG5 0HN,https://www.rightmove.co.uk/properties/160364714,"£1,300,000","1,362 sq ft",954478.71,11.47,994,21,18.93,664,647585,3.27,202,17528.57,9.01,435,8559,1.04,345
868,43.51,0.07,IP1 3BE,https://www.rightmove.co.uk/properties/162509603,"£1,300,000","3,171 sq ft",409965.31,16.34,964,7,19.64,247,49380,0.25,788,14000.00,7.20,703,710,0.09,778
869,43.28,518.00,W1G 0JD,https://www.rightmove.co.uk/properties/161819246,"£8,000,000","22,564,080 sq ft",354.55,20.00,656,6,19.69,211,137145,0.69,583,4700.00,2.42,891,3914,0.48,524
870,43.27,0.00,DY8 1EH,https://www.rightmove.co.uk/properties/159053096,POA,Ask agent,0.00,20.00,1,51,17.40,878,1002690,5.06,127,0.00,0.00,894,6682,0.81,405
871,43.25,420.51,PE30 1JJ,https://www.rightmove.co.uk/properties/161095727,"£9,000,000","18,317,416 sq ft",491.34,20.00,670,5,19.74,177,27870,0.14,866,6350.00,3.26,882,878,0.11,759
872,43.24,0.56,"18th Floor
103 Colmore Row
Birmingham
B3 3AG",https://www.rightmove.co.uk/properties/155787893,"£1,500,000","24,600 sq ft",60975.61,19.45,845,4,19.80,140,38150,0.19,826,7166.67,3.68,880,941,0.11,747
873,43.23,0.05,SE1 2YU,https://www.rightmove.co.uk/properties/146474624,"£1,750,000","2,182 sq ft",802016.50,12.83,990,380,0.61,1000,3687263,18.61,4,19265.71,9.91,299,10432,1.27,298
874,43.22,0.13,WF10 5HW,https://www.rightmove.co.uk/properties/161599913,"£1,400,000","5,759 sq ft",243097.76,17.83,929,2,19.90,84,12455,0.06,914,7200.00,3.70,878,14262,1.73,208
875,43.16,0.00,TQ1 4NA,https://www.rightmove.co.uk/properties/160966346,"£2,200,000",Ask agent,0.00,20.00,1,5,19.74,177,12340,0.06,915,5200.00,2.67,888,5590,0.68,456
876,43.09,0.00,BS9 4HW,https://www.rightmove.co.uk/properties/133641203,"£1,250,000",Ask agent,0.00,20.00,1,11,19.44,403,135145,0.68,587,5700.00,2.93,885,345,0.04,864
877,42.94,0.00,TQ1 4NA,https://www.rightmove.co.uk/properties/158913344,"£3,500,000",Ask agent,0.00,20.00,1,5,19.74,177,12340,0.06,915,5200.00,2.67,888,3737,0.45,534
878,42.80,0.06,CB2 8RJ,https://www.rightmove.co.uk/properties/151267709,"£1,700,000","2,627 sq ft",647126.00,14.22,983,10,19.49,363,91145,0.46,664,16766.67,8.62,515,116,0.01,953
879,42.76,0.00,WV6 8QH,https://www.rightmove.co.uk/properties/153808214,"£1,200,000",Ask agent,0.00,20.00,1,11,19.44,403,302660,1.53,392,0.00,0.00,894,14786,1.80,199
880,42.76,0.00,TR1 2RF,https://www.rightmove.co.uk/properties/158209643,"£1,750,000",Ask agent,0.00,20.00,1,5,19.74,177,11360,0.06,921,5200.00,2.67,888,2354,0.29,613
881,42.70,0.11,TQ1 2JG,https://www.rightmove.co.uk/properties/161346335,"£1,245,000","4,682 sq ft",265912.00,17.62,936,20,18.98,641,191445,0.97,496,9600.00,4.94,852,1634,0.20,657
882,42.66,0.06,NR33 0BB,https://www.rightmove.co.uk/properties/158164382,"£1,200,000","2,534 sq ft",473559.59,15.77,970,4,19.80,140,15610,0.08,902,13600.00,6.99,730,180,0.02,925
883,42.63,0.04,"One Strawberry Lane
Newcastle Upon Tyne
NE1 4BX",https://www.rightmove.co.uk/properties/142499348,"£1,300,000","1,623-3,721 sq ft",800985.83,12.84,988,43,17.81,858,917770,4.63,140,14240.00,7.32,697,243,0.03,897
884,42.55,103.30,"Cardiff 
CF10 3FD",https://www.rightmove.co.uk/properties/157243904,POA,"4,499,748 sq ft",0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,20982,2.55,114
885,42.30,0.00,SG8 9AW,https://www.rightmove.co.uk/properties/87116154,"£1,300,000",Ask agent,0.00,20.00,1,12,19.39,426,79210,0.40,709,0.00,0.00,894,20673,2.51,116
