Overall Rank,Overall Score,Size (acres),Town,Rightmove url,Price,Size (sq ft),£ per 1000 Sq Ft,Price Score,Price Rank,Competition Total,Competition Score,Competition Rank,Population Total,Population Score,Population Rank,Income Average,Income Score,Income Rank,Traffic Total,Traffic Score,Traffic Rank
886,42.19,0.16,W9 1JS,https://www.rightmove.co.uk/properties/146368241,"£1,750,000","6,846 sq ft",255623.72,17.72,933,351,2.09,991,2428917,12.26,37,18361.29,9.44,355,5638,0.69,455
887,42.19,0.00,TN30 6HT,https://www.rightmove.co.uk/properties/160620947,"£1,500,000",Ask agent,0.00,20.00,1,11,19.44,403,110280,0.56,623,4200.00,2.16,892,262,0.03,887
888,42.15,0.14,"13 Upper King Street
Norwich
NR3 1RB",https://www.rightmove.co.uk/properties/147074879,"£5,500,000","6,130 sq ft",897226.75,11.98,992,21,18.93,664,279530,1.41,410,18600.00,9.56,342,2168,0.26,621
889,42.13,0.00,CF44 7DY,https://www.rightmove.co.uk/properties/86788656,POA,Ask agent,0.00,20.00,1,1,19.95,61,0,0.00,944,0.00,0.00,894,17956,2.18,142
890,42.12,6.08,BS1 6BN,https://www.rightmove.co.uk/properties/136547030,"£1,200,000","264,845 sq ft",4530.95,19.96,709,1,19.95,61,0,0.00,944,0.00,0.00,894,18183,2.21,139
891,42.03,160.19,"33 
Margaret Street
London
W1G 0JD",https://www.rightmove.co.uk/properties/162395642,"£1,250,000","6,977,876 sq ft",179.14,20.00,584,9,19.54,315,281650,1.42,407,0.00,0.00,894,8789,1.07,343
892,42.00,0.03,"Clitheroe
BB7 4DH",https://www.rightmove.co.uk/properties/162042143,"£1,350,000","1,332 sq ft",1013513.51,10.94,996,42,17.86,849,1323600,6.68,96,12610.00,6.48,768,292,0.04,875
893,41.85,0.00,DL12 8EQ,https://www.rightmove.co.uk/properties/161372762,"£2,100,000",Ask agent,0.00,20.00,1,3,19.85,114,29660,0.15,857,0.00,0.00,894,15225,1.85,187
894,41.67,0.10,"2-3 
Eastgate Court
High Street
Guildford
GU1 3DE",https://www.rightmove.co.uk/properties/159152942,"£1,250,000","4,572 sq ft",273403.32,17.56,942,5,19.74,177,56350,0.28,773,7900.00,4.06,871,196,0.02,917
895,41.52,2.00,CF10 3BA,https://www.rightmove.co.uk/properties/158610713,POA,"86,946 sq ft",0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,12483,1.52,249
896,41.47,0.06,SE1 2YU,https://www.rightmove.co.uk/properties/162715676,"£2,500,000","2,536 sq ft",985804.42,11.19,995,349,2.19,990,3598859,18.16,6,18954.29,9.75,320,1522,0.19,671
897,41.46,0.74,NW11 7NE,https://www.rightmove.co.uk/properties/139202366,"£20,000,000","32,120 sq ft",622665.01,14.43,979,325,3.42,984,2597328,13.11,32,18957.14,9.75,319,6167,0.75,429
898,41.35,130.56,"Great North Road
Wyboston
St. Neots
MK44 3AL",https://www.rightmove.co.uk/properties/162660986,"£1,200,000","5,687,194 sq ft",211.00,20.00,596,4,19.80,140,90850,0.46,666,0.00,0.00,894,9060,1.10,331
899,41.21,0.00,TN17 3HE,https://www.rightmove.co.uk/properties/149096447,"£3,950,000",Ask agent,0.00,20.00,1,6,19.69,211,38250,0.19,825,0.00,0.00,894,10837,1.32,283
900,41.16,0.00,NP26 3HT,https://www.rightmove.co.uk/properties/146618783,"£1,350,000",Ask agent,0.00,20.00,1,1,19.95,61,0,0.00,944,0.00,0.00,894,9945,1.21,312
901,41.13,0.00,CF71 7YL,https://www.rightmove.co.uk/properties/157860398,"£3,850,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,9294,1.13,325
902,41.08,0.07,SL5 7HP,https://www.rightmove.co.uk/properties/141064610,"£4,000,000","3,013 sq ft",1327580.48,8.13,1005,21,18.93,664,502140,2.53,263,22266.67,11.45,86,254,0.03,890
903,41.06,139.64,LN6 3LH,https://www.rightmove.co.uk/properties/162018437,"£1,400,000","6,082,680 sq ft",230.16,20.00,613,5,19.74,177,171190,0.86,518,0.00,0.00,894,3695,0.45,542
904,41.04,0.02,SW8 4BY,https://www.rightmove.co.uk/properties/151283441,"£1,220,000",976 sq ft,1250000.00,8.83,1001,304,4.49,982,3399557,17.16,14,18435.48,9.48,350,8933,1.09,337
905,41.03,338.00,DG1 4ZZ,https://www.rightmove.co.uk/properties/146729525,"£4,000,000","14,723,280 sq ft",271.68,20.00,635,0,20.00,1,0,0.00,944,0.00,0.00,894,8456,1.03,346
906,41.02,0.00,SA67 7AR,https://www.rightmove.co.uk/properties/157322636,"£1,200,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,8349,1.02,348
907,40.89,0.00,"The Old School
The Bryn
Penpergwm
Abergavenny
Monmouthshire
NP7 9AH",https://www.rightmove.co.uk/properties/149658788,"£1,400,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,7343,0.89,389
908,40.89,4.06,"Scunthorpe 
DN16 1AD",https://www.rightmove.co.uk/properties/155252261,"£1,750,000","176,854 sq ft",9895.17,19.91,747,4,19.80,140,109785,0.55,626,0.00,0.00,894,5131,0.62,473
909,40.83,0.00,L3 4DB,https://www.rightmove.co.uk/properties/162584276,"£3,100,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,6793,0.83,399
910,40.80,0.00,DN31 1HN,https://www.rightmove.co.uk/properties/161719250,POA,Ask agent,0.00,20.00,1,2,19.90,84,12055,0.06,917,0.00,0.00,894,6897,0.84,397
911,40.79,0.00,SA31 3AD,https://www.rightmove.co.uk/properties/153977897,"£1,400,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,6523,0.79,409
912,40.75,402.81,FK9 4RN,https://www.rightmove.co.uk/properties/161706980,"£2,750,000","17,546,404 sq ft",156.73,20.00,577,0,20.00,1,0,0.00,944,0.00,0.00,894,6209,0.76,425
913,40.75,222.65,FK9 4RN,https://www.rightmove.co.uk/properties/161706983,"£1,700,000","9,698,634 sq ft",175.28,20.00,583,0,20.00,1,0,0.00,944,0.00,0.00,894,6209,0.76,425
914,40.71,4.89,"11 
 Wemyss Place
Edinburgh
EH3 6DH",https://www.rightmove.co.uk/properties/161593793,POA,"213,139 sq ft",0.00,20.00,1,6,19.69,211,0,0.00,944,0.00,0.00,894,8323,1.01,349
915,40.68,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153770444,POA,Ask agent,0.00,20.00,1,3,19.85,114,0,0.00,944,0.00,0.00,894,6870,0.84,398
916,40.68,0.04,TN29 0NA,https://www.rightmove.co.uk/properties/161337020,"£1,000,000","1,820 sq ft",549450.55,15.09,975,5,19.74,177,175080,0.88,515,9600.00,4.94,852,214,0.03,911
917,40.62,65.48,"Cardiff 
CF10 3FD",https://www.rightmove.co.uk/properties/158427731,POA,"2,852,309 sq ft",0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,5116,0.62,474
918,40.60,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153835397,"£2,000,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,4929,0.60,483
919,40.59,0.00,NN12 6BT,https://www.rightmove.co.uk/properties/160726031,"£1,500,000",Ask agent,0.00,20.00,1,1,19.95,61,86050,0.43,684,0.00,0.00,894,1727,0.21,650
920,40.58,180.00,GU27 2LA,https://www.rightmove.co.uk/properties/128719304,"£3,500,000","7,840,800 sq ft",446.38,20.00,667,6,19.69,211,92075,0.46,661,0.00,0.00,894,3469,0.42,555
921,40.52,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153822878,"£1,200,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,4312,0.52,507
922,40.49,0.00,LL57 4HN,https://www.rightmove.co.uk/properties/135239309,"£1,000,000",Ask agent,0.00,20.00,1,1,19.95,61,0,0.00,944,0.00,0.00,894,4442,0.54,499
923,40.45,0.00,TR1 2RF,https://www.rightmove.co.uk/properties/155948165,"£1,100,000",Ask agent,0.00,20.00,1,0,20.00,1,4690,0.02,933,0.00,0.00,894,3537,0.43,551
924,40.45,83.37,NR3 1AB,https://www.rightmove.co.uk/properties/149681996,POA,"3,631,597 sq ft",0.00,20.00,1,2,19.90,84,23030,0.12,880,0.00,0.00,894,3559,0.43,549
925,40.44,1033.00,W1G 0JD,https://www.rightmove.co.uk/properties/161819192,"£15,000,000","44,997,480 sq ft",333.35,20.00,651,6,19.69,211,136775,0.69,585,0.00,0.00,894,516,0.06,818
926,40.44,0.00,PE31 6HH,https://www.rightmove.co.uk/properties/161912681,"£1,500,000",Ask agent,0.00,20.00,1,0,20.00,1,3755,0.02,934,0.00,0.00,894,3448,0.42,557
927,40.44,44.00,ME14 1BA,https://www.rightmove.co.uk/properties/161734970,"£2,200,000","1,916,640 sq ft",1147.84,19.99,683,7,19.64,247,151125,0.76,559,0.00,0.00,894,346,0.04,863
928,40.43,2.53,ME19 6QR,https://www.rightmove.co.uk/properties/161599625,"£1,500,000","110,000 sq ft",13636.36,19.88,768,2,19.90,84,80700,0.41,702,0.00,0.00,894,2033,0.25,629
929,40.41,0.00,HR3 5BU,https://www.rightmove.co.uk/properties/160299020,"£1,300,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,3362,0.41,560
930,40.41,0.00,SA43 1HJ,https://www.rightmove.co.uk/properties/161154227,"£1,350,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,3331,0.41,561
931,40.37,0.00,"Westgate House
Albert Street
Harrogate
HG1 1JX",https://www.rightmove.co.uk/properties/149500064,"£2,650,000",Ask agent,0.00,20.00,1,1,19.95,61,36760,0.19,838,300.00,0.15,893,709,0.09,779
932,40.35,129.50,SA43 1HJ,https://www.rightmove.co.uk/properties/153065882,"£1,295,000","5,641,020 sq ft",229.57,20.00,610,0,20.00,1,0,0.00,944,0.00,0.00,894,2860,0.35,574
933,40.34,0.00,SY1 1LG,https://www.rightmove.co.uk/properties/148719884,"£1,000,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,2810,0.34,579
934,40.31,0.00,TN12 6DS,https://www.rightmove.co.uk/properties/153772166,"£6,500,000",Ask agent,0.00,20.00,1,9,19.54,315,148035,0.75,567,0.00,0.00,894,192,0.02,920
935,40.30,0.37,LL53 5DE,https://www.rightmove.co.uk/properties/161641529,Sale by Tender,"15,907 sq ft",0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,2428,0.30,600
936,40.22,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153743213,"£1,800,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,1821,0.22,645
937,40.20,0.00,LD3 7HY,https://www.rightmove.co.uk/properties/148966121,"£1,500,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,1608,0.20,661
938,40.20,0.00,"Winchester House
Deane Gate Avenue
Taunton
TA1 2UH",https://www.rightmove.co.uk/properties/151730345,"£1,600,000",Ask agent,0.00,20.00,1,9,19.54,315,29290,0.15,860,0.00,0.00,894,4167,0.51,516
939,40.17,138.00,Covering South East,https://www.rightmove.co.uk/properties/155990981,"£1,500,000","6,011,280 sq ft",249.53,20.00,621,5,19.74,177,25595,0.13,873,0.00,0.00,894,2457,0.30,598
940,40.17,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153782108,"£4,400,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,1379,0.17,683
940,40.17,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153782582,"£1,400,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,1379,0.17,683
942,40.15,821.81,LN6 3SE,https://www.rightmove.co.uk/properties/162032660,"£9,000,000","35,798,044 sq ft",251.41,20.00,622,3,19.85,114,55925,0.28,774,0.00,0.00,894,218,0.03,910
943,40.15,1.19,SY4 3DR,https://www.rightmove.co.uk/properties/154608824,"£1,300,000","51,706 sq ft",25142.15,19.78,804,8,19.59,273,19660,0.10,888,0.00,0.00,894,5645,0.69,454
944,40.15,0.00,SA43 1HJ,https://www.rightmove.co.uk/properties/162038864,"£1,300,000",Ask agent,0.00,20.00,1,1,19.95,61,0,0.00,944,0.00,0.00,894,1643,0.20,656
945,40.11,0.00,SA46 0AS,https://www.rightmove.co.uk/properties/161054762,"£1,295,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,886,0.11,757
946,40.10,0.00,PE31 8HD,https://www.rightmove.co.uk/properties/149403971,"£1,600,000",Ask agent,0.00,20.00,1,1,19.95,61,5415,0.03,931,0.00,0.00,894,1028,0.13,731
947,40.08,0.00,SA48 7BB,https://www.rightmove.co.uk/properties/149498171,"£1,000,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,684,0.08,784
948,40.08,431.10,PH1 5EP,https://www.rightmove.co.uk/properties/161798300,"£3,000,000","18,778,716 sq ft",159.76,20.00,579,0,20.00,1,0,0.00,944,0.00,0.00,894,689,0.08,782
949,40.08,357.36,"18
Great Stuart Street
Edinburgh
EH3 7TN",https://www.rightmove.co.uk/properties/161588690,"£2,200,000","15,566,752 sq ft",141.33,20.00,574,0,20.00,1,0,0.00,944,0.00,0.00,894,684,0.08,784
950,40.08,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153823724,"£1,800,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,667,0.08,788
951,40.08,0.00,SA31 1LQ,https://www.rightmove.co.uk/properties/160218620,"£2,350,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,650,0.08,791
952,40.07,249.19,East Yorkshire HU14 3RS,https://www.rightmove.co.uk/properties/141340994,"£1,900,000","10,854,716 sq ft",175.04,20.00,582,4,19.80,140,44305,0.22,803,0.00,0.00,894,451,0.05,834
953,40.07,0.00,CA6 5LY,https://www.rightmove.co.uk/properties/162643895,"£1,250,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,557,0.07,811
954,40.06,3.31,"28 
Bondgate Without
Alnwick
NE66 1PR",https://www.rightmove.co.uk/properties/142951802,"£1,150,000","144,184 sq ft",7975.92,19.93,729,2,19.90,84,28915,0.15,861,0.00,0.00,894,690,0.08,781
955,40.05,0.00,DG7 1HY,https://www.rightmove.co.uk/properties/153799736,"£2,200,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,437,0.05,840
956,40.05,0.00,NP26 3HT,https://www.rightmove.co.uk/properties/144434816,"£2,900,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,398,0.05,848
957,40.05,193.73,EX1 1QA,https://www.rightmove.co.uk/properties/161450639,"£3,650,000","8,438,879 sq ft",432.52,20.00,666,2,19.90,84,2380,0.01,937,0.00,0.00,894,1169,0.14,712
958,40.05,0.00,SA31 1LQ,https://www.rightmove.co.uk/properties/160218782,"£1,300,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,394,0.05,850
959,40.04,0.00,SA48 7BB,https://www.rightmove.co.uk/properties/147796121,"£1,250,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,369,0.04,855
960,40.04,0.00,"Priestpopple
Hexham
NE46 1PS",https://www.rightmove.co.uk/properties/162304562,"£1,650,000",Ask agent,0.00,20.00,1,0,20.00,1,2715,0.01,935,0.00,0.00,894,241,0.03,899
961,40.04,5.20,FK9 4RN,https://www.rightmove.co.uk/properties/106247945,"£1,000,000","226,512 sq ft",4414.78,19.96,708,1,19.95,61,0,0.00,944,0.00,0.00,894,1059,0.13,725
962,40.03,251.80,"18
Great Stuart Street
Edinburgh
EH3 7TN",https://www.rightmove.co.uk/properties/147028436,"£1,500,000","10,968,414 sq ft",136.76,20.00,573,1,19.95,61,0,0.00,944,0.00,0.00,894,663,0.08,789
963,40.03,0.00,SA31 1LQ,https://www.rightmove.co.uk/properties/160218629,"£2,000,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,225,0.03,904
964,40.02,0.00,OX2 7LL,https://www.rightmove.co.uk/properties/160989686,"£13,000,000",Ask agent,0.00,20.00,1,0,20.00,1,1830,0.01,939,0.00,0.00,894,114,0.01,955
964,40.02,0.00,OX2 7LL,https://www.rightmove.co.uk/properties/162390629,"£1,400,000",Ask agent,0.00,20.00,1,0,20.00,1,1830,0.01,939,0.00,0.00,894,114,0.01,955
966,40.02,152.19,SW3 2PR,https://www.rightmove.co.uk/properties/160428425,"£1,100,000","6,629,396 sq ft",165.93,20.00,580,0,20.00,1,1830,0.01,939,0.00,0.00,894,114,0.01,955
967,40.02,227.58,DG1 4ZZ,https://www.rightmove.co.uk/properties/160820363,"£1,030,000","9,913,385 sq ft",103.90,20.00,569,0,20.00,1,0,0.00,944,0.00,0.00,894,171,0.02,927
968,40.02,0.00,EH2 4NF,https://www.rightmove.co.uk/properties/152171711,"£1,500,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,136,0.02,943
969,40.01,0.00,"The Rural Centre
West Mains
Ingliston
Edinburgh
EH28 8LT",https://www.rightmove.co.uk/properties/150542120,"£1,250,000",Ask agent,0.00,20.00,1,0,20.00,1,470,0.00,942,0.00,0.00,894,59,0.01,982
970,40.01,0.00,SA31 3AD,https://www.rightmove.co.uk/properties/159903020,"£1,000,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,74,0.01,972
971,40.01,408.22,"18
Great Stuart Street
Edinburgh
EH3 7TN",https://www.rightmove.co.uk/properties/162722414,"£1,250,000","17,781,963 sq ft",70.30,20.00,567,0,20.00,1,0,0.00,944,0.00,0.00,894,78,0.01,970
972,40.01,93.12,EX22 7FA,https://www.rightmove.co.uk/properties/155365982,"£1,000,000","4,056,307 sq ft",246.53,20.00,620,1,19.95,61,11610,0.06,918,0.00,0.00,894,21,0.00,1000
973,40.00,0.00,SA48 7BB,https://www.rightmove.co.uk/properties/149424419,"£2,750,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,40,0.00,990
973,40.00,0.00,SA48 7BB,https://www.rightmove.co.uk/properties/162428801,"£1,750,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,40,0.00,990
975,40.00,436.91,"18
Great Stuart Street
Edinburgh
EH3 7TN",https://www.rightmove.co.uk/properties/162768590,"£4,490,000","19,031,652 sq ft",235.92,20.00,614,0,20.00,1,0,0.00,944,0.00,0.00,894,49,0.01,988
976,40.00,0.00,"34-35
Whitburn Street
Bridgnorth
WV16 4QN",https://www.rightmove.co.uk/properties/160585982,"£2,800,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,23,0.00,999
977,40.00,0.00,IM1 2LD,https://www.rightmove.co.uk/properties/152604533,"£2,650,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,0,0.00,1005
977,40.00,0.00,IM1 2LD,https://www.rightmove.co.uk/properties/129301856,"£1,650,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,0,0.00,1005
977,40.00,0.00,IM1 2LQ,https://www.rightmove.co.uk/properties/154623041,"£1,495,000",Ask agent,0.00,20.00,1,0,20.00,1,0,0.00,944,0.00,0.00,894,0,0.00,1005
980,40.00,3.40,LD3 7AP,https://www.rightmove.co.uk/properties/125400056,"£1,000,000","148,104 sq ft",6752.01,19.94,725,0,20.00,1,0,0.00,944,0.00,0.00,894,491,0.06,827
981,39.95,0.00,TD15 1AB,https://www.rightmove.co.uk/properties/159809597,"£2,400,000",Ask agent,0.00,20.00,1,1,19.95,61,325,0.00,943,0.00,0.00,894,16,0.00,1002
982,39.93,0.85,"Cardiff 
CF10 3FD",https://www.rightmove.co.uk/properties/160438835,POA,"37,026 sq ft",0.00,20.00,1,2,19.90,84,0,0.00,944,0.00,0.00,894,281,0.03,880
983,39.92,5.36,HR1 2PQ,https://www.rightmove.co.uk/properties/142834484,Sale by Tender,"233,482 sq ft",0.00,20.00,1,3,19.85,114,12975,0.07,912,0.00,0.00,894,85,0.01,968
984,39.90,3784.00,TF3 4NF,https://www.rightmove.co.uk/properties/161308325,"£15,000,000","164,831,040 sq ft",91.00,20.00,568,2,19.90,84,0,0.00,944,0.00,0.00,894,12,0.00,1004
985,39.87,98.43,EX1 1PR,https://www.rightmove.co.uk/properties/162710102,"£2,000,000","4,287,611 sq ft",466.46,20.00,668,3,19.85,114,2125,0.01,938,0.00,0.00,894,120,0.01,950
986,39.80,2.90,"Cardiff 
CF10 3FD",https://www.rightmove.co.uk/properties/160661315,"£1,500,000","126,324 sq ft",11874.23,19.89,755,3,19.85,114,0,0.00,944,0.00,0.00,894,464,0.06,830
987,39.79,0.08,EX1 1PR,https://www.rightmove.co.uk/properties/159182504,"£4,500,000","3,553 sq ft",1266535.32,8.68,1002,2,19.90,84,6795,0.03,928,21700.00,11.16,111,146,0.02,937
988,39.73,1.20,"Great North Road
Wyboston
St. Neots
MK44 3AL",https://www.rightmove.co.uk/properties/154220828,"£1,695,000","52,272 sq ft",32426.54,19.71,819,6,19.69,211,46375,0.23,799,0.00,0.00,894,715,0.09,774
989,39.69,78.13,CH1 2EY,https://www.rightmove.co.uk/properties/160533710,"£1,400,000","3,403,343 sq ft",411.36,20.00,663,6,19.69,211,0,0.00,944,0.00,0.00,894,21,0.00,1000
990,39.26,0.05,N22 7BN,https://www.rightmove.co.uk/properties/156728822,"£1,750,000","2,282 sq ft",766871.17,13.15,986,334,2.96,985,2747250,13.86,29,18018.75,9.26,393,226,0.03,902
991,39.10,0.37,NG13 8AB,https://www.rightmove.co.uk/properties/157743386,"£1,500,000","16,000 sq ft",93750.00,19.16,871,9,19.54,315,72570,0.37,727,0.00,0.00,894,262,0.03,887
992,38.88,0.23,IM1 1BG,https://www.rightmove.co.uk/properties/153861728,"£1,250,000","10,000 sq ft",125000.00,18.88,882,0,20.00,1,0,0.00,944,0.00,0.00,894,0,0.00,1005
993,38.43,0.13,"Gwynedd 
LL57 1NU",https://www.rightmove.co.uk/properties/126884054,"£1,500,000","5,780 sq ft",259515.57,17.68,934,0,20.00,1,0,0.00,944,0.00,0.00,894,6158,0.75,430
994,37.93,0.10,PE9 2JL,https://www.rightmove.co.uk/properties/162009386,"£4,875,000","4,436 sq ft",1098963.03,10.18,998,7,19.64,247,95285,0.48,652,14800.00,7.61,647,170,0.02,928
995,37.83,0.02,CM1 1PA,https://www.rightmove.co.uk/properties/162363512,"£1,250,000",949 sq ft,1317175.97,8.23,1004,9,19.54,315,222380,1.12,461,16550.00,8.51,534,3556,0.43,550
996,37.29,0.08,EX13 5AW,https://www.rightmove.co.uk/properties/162366872,"£1,200,000","3,592 sq ft",334075.72,17.01,952,12,19.39,426,169325,0.85,520,0.00,0.00,894,254,0.03,890
997,36.31,0.06,NW8 9TT,https://www.rightmove.co.uk/properties/159404468,"£2,800,000","2,409 sq ft",1162308.01,9.61,999,389,0.15,1004,2835719,14.31,24,19942.42,10.25,237,16287,1.98,165
998,36.20,0.24,SW3 2PR,https://www.rightmove.co.uk/properties/160481636,"£13,250,000","10,284 sq ft",1288409.18,8.48,1003,14,19.29,492,53230,0.27,780,13950.00,7.17,715,8174,0.99,355
999,35.70,0.12,TA1 1RZ,https://www.rightmove.co.uk/properties/162718058,"£2,750,000","5,212 sq ft",527628.55,15.28,973,5,19.74,177,130920,0.66,594,0.00,0.00,894,123,0.01,949
1000,35.59,0.17,W1G 0JD,https://www.rightmove.co.uk/properties/159507407,"£7,500,000","7,394 sq ft",1014335.95,10.93,997,364,1.43,994,2168462,10.94,46,20218.75,10.40,207,15520,1.89,183
1001,35.34,0.38,W1G 0JD,https://www.rightmove.co.uk/properties/160150751,"£20,000,000","16,460 sq ft",1215066.83,9.14,1000,390,0.10,1005,2959597,14.94,21,21575.76,11.09,119,575,0.07,804
1002,34.71,0.04,HG5 0HN,https://www.rightmove.co.uk/properties/159278384,"£1,100,000","1,704 sq ft",645539.91,14.23,982,2,19.90,84,100045,0.50,641,0.00,0.00,894,596,0.07,797
1003,34.29,0.05,"34-35
Whitburn Street
Bridgnorth
WV16 4QN",https://www.rightmove.co.uk/properties/150298562,"£1,500,000","2,293 sq ft",654164.85,14.15,984,0,20.00,1,0,0.00,944,0.00,0.00,894,1145,0.14,715
1004,33.43,0.08,EX1 1PR,https://www.rightmove.co.uk/properties/159383459,"£2,730,000","3,547 sq ft",769664.51,13.12,987,0,20.00,1,21550,0.11,883,0.00,0.00,894,1652,0.20,653
1005,32.24,0.07,EX1 1PR,https://www.rightmove.co.uk/properties/160828427,"£4,650,000","3,173 sq ft",1465490.07,6.90,1006,12,19.39,426,109860,0.55,625,10450.00,5.37,834,201,0.02,915
1006,32.07,0.03,SY23 1NP,https://www.rightmove.co.uk/properties/150818105,"£1,100,000","1,228 sq ft",895765.47,11.99,991,0,20.00,1,0,0.00,944,0.00,0.00,894,656,0.08,790
1007,31.05,0.02,SE1 2YU,https://www.rightmove.co.uk/properties/161909987,"£1,600,000",840 sq ft,1904761.90,2.97,1007,382,0.51,1001,3425452,17.29,13,19448.57,10.00,281,2300,0.28,615
